tweet,username,target
RT BR_Traffic All lanes are open I-10 West at LA 1. Congestion remains minimal.,BTRtraffic,0
@ArizonaDOT Sitting in a backup on I 10 eastbound at Casa Blanca road. ,Rickraces,0
All lanes are open I-10 West at LA 1. Congestion remains minimal.,BR_Traffic,0
@firstday_i 10:10 ,fxckter_,0
Accident cleared in #Avondale on I - 10 WB east of Avondale Blvd --- Exit 131 #PHXtraffic http://bit.ly/17hvnJU,TotalTrafficPHX,0
I-10 westbound at Craycroft: The travel lanes are closed to remove an an earlier semi rollover. Traffic is using the exit and on-ramps to get around this. Expect delays. #Tucson,ArizonaDOT,0
"Accident, right lane blocked in #Phoenix on 48th St at I 10 #PHXtraffic http://bit.ly/17hvnJU",TotalTrafficPHX,0
Central LA I110 N I10 E Con / I10 E **Trfc Collision-Unkn Inj** http://m.chp.ca.gov/incident.aspx?id=190223LA00770,chp_la,0
"Updated: Emergency road construction in Jackson on I-10 east beyond Exit 142 /SR-71, right lane blocked. Last...http://fl511.com/EventDetails/District%203-CHP/81778",fl511_i10,0
"Updated: Emergency road construction in Jackson on I-10 east beyond Exit 142 /SR-71, right lane blocked. Last...http://fl511.com/EventDetails/District%203-CHP/81778",fl511_state,0
"Updated: Emergency road construction in Jackson on I-10 east beyond Exit 142 /SR-71, right lane blocked. Last...http://fl511.com/EventDetails/District%203-CHP/81778",fl511_panhandl,0
"New: Emergency road construction in Jackson on I-10 east beyond Exit 142 /SR-71, right lane blocked. Last updated...http://fl511.com/EventDetails/District%203-CHP/81778",fl511_state,0
"New: Emergency road construction in Jackson on I-10 east beyond Exit 142 /SR-71, right lane blocked. Last updated...http://fl511.com/EventDetails/District%203-CHP/81778",fl511_i10,0
"New: Emergency road construction in Jackson on I-10 east beyond Exit 142 /SR-71, right lane blocked. Last updated...http://fl511.com/EventDetails/District%203-CHP/81778",fl511_panhandl,0
RT BR_Traffic Correction: The exit ramp I-10 West to LA 1 South is blocked due to a stalled vehicle. Congestion remains minimal.,BTRtraffic,0
“Here we are I-10 by 10.....32 “ ,ayanna_bleu,0
Correction: The exit ramp I-10 West to LA 1 South is blocked due to a stalled vehicle. Congestion remains minimal.,BR_Traffic,0
RT BR_Traffic The exit ramp I-10 West to LA 1 North is partially blocked due to a stalled vehicle. Congestion is minimal.,BTRtraffic,0
Heads up for I-10 https://www.facebook.com/story.php?story_fbid=10205506538660147&amp;id=1751899903,BJSeem,0
The exit ramp I-10 West to LA 1 North is partially blocked due to a stalled vehicle. Congestion is minimal.,BR_Traffic,0
[IE] Rancho Cucamonga I10 W / CHERRY AVE **Assist CT with Maintenance** http://m.chp.ca.gov/incident.aspx?id=190223IN00320,chp_riv,0
My favorite memory of Pensacon was driving to the first one in 2013 and seeing a car load of Klingons broke down on I-10. LOL,fuusenroba,0
Central LA I5 N / I10 E **Trfc Collision-No Inj** http://m.chp.ca.gov/incident.aspx?id=190223LA00720,chp_la,0
"Updated: Emergency road construction in Gadsden on I-10 east at MM 161, left lane blocked. Last updated at...http://fl511.com/EventDetails/District%203-CHP/81774",fl511_state,0
"Updated: Emergency road construction in Gadsden on I-10 east at MM 161, left lane blocked. Last updated at...http://fl511.com/EventDetails/District%203-CHP/81774",fl511_i10,0
"Updated: Emergency road construction in Gadsden on I-10 east at MM 161, left lane blocked. Last updated at...http://fl511.com/EventDetails/District%203-CHP/81774",fl511_panhandl,0
Central LA I5 S / I10 E **Trfc Collision-No Inj** http://m.chp.ca.gov/incident.aspx?id=190223LA00718,chp_la,0
Never going to happen. Austin is pretty much nothing but toll roads and Houston is getting that way. 288 is about to get toll lanes like I-10.,TBTailgaters,0
"Accident, left lane blocked in #NwSide on I-10 WB at Fresno #traffic http://bit.ly/17hwv06",TotalTrafficSAT,0
"New: Emergency road construction in Gadsden on I-10 east at MM 161, left lane blocked. Last updated at...http://fl511.com/EventDetails/District%203-CHP/81774",fl511_i10,0
"New: Emergency road construction in Gadsden on I-10 east at MM 161, left lane blocked. Last updated at...http://fl511.com/EventDetails/District%203-CHP/81774",fl511_panhandl,0
"New: Emergency road construction in Gadsden on I-10 east at MM 161, left lane blocked. Last updated at...http://fl511.com/EventDetails/District%203-CHP/81774",fl511_state,0
Man they FINALLY finished the construction in Beaumont on I10. Now that big spot is Orange.,legitirl,0
"I'm at I-10 &amp; I-49 / US-167 in Lafayette, LA, LA https://www.swarmapp.com/c/hSwXRTxnRy1",CortMarix,0
"I'm at I-10 &amp; Ambassador Caffery Pkwy in Scott, LA https://www.swarmapp.com/c/cOOlQ9HoXTA",CortMarix,0
"Swift, Grand i10 or Tiago. New WagonR is also good.",SujeetSharma,0
"I'm at I-10 &amp; Ambassador Caffery Pkwy in Scott, LA https://www.swarmapp.com/c/jPEUr8fFkKT",CortMarix,0
"You came across Karl the first born, an old runout raider that has scars to show years of battle carreing a laser rifle. S:6 | P:6 | E:9 | C:6 | I:10 | A:4 | L:4",Rolify_Ar,0
"Updated: Emergency road construction in Jackson on I-10 east at MM 132, right lane blocked. Last updated at...http://fl511.com/EventDetails/District%203-CHP/81772",fl511_i10,0
"Updated: Emergency road construction in Jackson on I-10 east at MM 132, right lane blocked. Last updated at...http://fl511.com/EventDetails/District%203-CHP/81772",fl511_state,0
"Updated: Emergency road construction in Jackson on I-10 east at MM 132, right lane blocked. Last updated at...http://fl511.com/EventDetails/District%203-CHP/81772",fl511_panhandl,0
"New: Emergency road construction in Jackson on I-10 east at MM 132, right lane blocked. Last updated at...http://fl511.com/EventDetails/District%203-CHP/81772",fl511_state,0
"New: Emergency road construction in Jackson on I-10 east at MM 132, right lane blocked. Last updated at...http://fl511.com/EventDetails/District%203-CHP/81772",fl511_i10,0
"New: Emergency road construction in Jackson on I-10 east at MM 132, right lane blocked. Last updated at...http://fl511.com/EventDetails/District%203-CHP/81772",fl511_panhandl,0
"Accident, right lane blocked in #CasaGrande on I - 10 EB west of Sacaton Rest Area --- MP 181 #PHXtraffic http://bit.ly/17hvnJU",TotalTrafficPHX,0
Are you looking for a home in the memorial/spring branch area? Well you are in luck all these houses are available! All with easy access to I-10! Call me to set up an appointment to set… https://www.instagram.com/p/BuOhzdLDnME/?utm_source=ig_twitter_share&amp;igshid=1ajkbjgnslh9j,Luz_Real_Estate,0
"I-10 Service Rd, Iowa - $800,000 I-10 frontage property @Hwy 383 exit, high visibility &amp; traffic. 9 -2 acre tracts w/ city water &amp; sewage. Perfect location for hotel, restaurant, strip mall, flea market or business. For more information, contact Kym DiGiovanni at 337-540-2807 ",kymdigiovanni,0
"Accident, shoulder blocked in #Avondale on I - 10 WB east of Avondale Blvd --- Exit 131 #PHXtraffic http://bit.ly/17hvnJU",TotalTrafficPHX,0
[IE] Rancho Cucamonga I10 W / Central Ave Ofr **Trfc Collision-Unkn Inj** http://m.chp.ca.gov/incident.aspx?id=190223IN00289,chp_riv,0
Baldwin Park I10 E / S Azusa Ave **Trfc Collision-1141 Enrt** http://m.chp.ca.gov/incident.aspx?id=190223LA00666,chp_la,0
Baldwin Park I10 E / Vincent Ave **Trfc Collision-Unkn Inj** http://m.chp.ca.gov/incident.aspx?id=190223LA00665,chp_la,0
UPDATE: Crash on I-10 eastbound past the Gautier exit in #JacksonCounty has been CLEARED.,MississippiDOT,0
"Cleared: Object on roadway in Okaloosa on I-10 east before Exit 45, right lane blocked. Last updated at 08:45:48AM.",fl511_state,0
"Cleared: Object on roadway in Okaloosa on I-10 east before Exit 45, right lane blocked. Last updated at 08:45:48AM.",fl511_i10,0
"Cleared: Object on roadway in Okaloosa on I-10 east before Exit 45, right lane blocked. Last updated at 08:45:48AM.",fl511_panhandl,0
" Jogo das Iniciais 1- J, D 2- L, W, B 3- M, J, G 4- L 5- F, N, R 6- K, A 7- I 8- J 9- D (&gt;) S, I 10- D, J, L",pomagerski_,0
Carpool lane blocked in #Avondale on I - 10 WB east of Avondale Blvd --- Exit 131 #PHXtraffic http://bit.ly/17hvnJU,TotalTrafficPHX,0
"Accident, shoulder blocked in #Avondale on I - 10 WB at Avondale Blvd --- Exit 131 #PHXtraffic http://bit.ly/17hvnJU",TotalTrafficPHX,0
What a mess: Multiple car accidents cause heavy traffic delays on I-10 in Jackson Co. ,SlabbedNewMedia,0
"New: Object on roadway in Okaloosa on I-10 east before Exit 45, right lane blocked. Last updated at 08:45:48AM....http://fl511.com/EventDetails/District%203-CHP/81769",fl511_panhandl,0
"New: Object on roadway in Okaloosa on I-10 east before Exit 45, right lane blocked. Last updated at 08:45:48AM....http://fl511.com/EventDetails/District%203-CHP/81769",fl511_i10,0
"New: Object on roadway in Okaloosa on I-10 east before Exit 45, right lane blocked. Last updated at 08:45:48AM....http://fl511.com/EventDetails/District%203-CHP/81769",fl511_state,0
"Ji the Fantastic fm magic-user (L) S:13 I:10 W:12 D:12 C:9 Ch:13 AC:9 [10] (cloth) HP:2 Spell: ventriloquism dagger, water skin 36gp #DnD",RollMeaPC,0
Central LA I10 E / S Grand Ave **Trfc Collision-1141 Enrt** http://m.chp.ca.gov/incident.aspx?id=190223LA00625,chp_la,0
"Make sure your truck can ""take on"" everything Texas can throw at it and step up to a new custom bumper that you’ll find at Ayres at 1255 at I-10 South in Beaumont where we install everything we sell!!!",volumresults,0
"Updated: Emergency road construction in Gadsden on I-10 west at Exit 174 /SR-12, right lane blocked. Last updated...http://fl511.com/EventDetails/District%203-CHP/81762",fl511_state,0
"Updated: Emergency road construction in Gadsden on I-10 west at Exit 174 /SR-12, right lane blocked. Last updated...http://fl511.com/EventDetails/District%203-CHP/81762",fl511_i10,0
"Updated: Emergency road construction in Gadsden on I-10 west at Exit 174 /SR-12, right lane blocked. Last updated...http://fl511.com/EventDetails/District%203-CHP/81762",fl511_panhandl,0
Multiple car accidents cause heavy traffic delays on I-10 in Jackson Co. ,WLOX,0
"New: Emergency road construction in Gadsden on I-10 west at Exit 174 /SR-12, right lane blocked. Last updated at...http://fl511.com/EventDetails/District%203-CHP/81762",fl511_i10,0
"New: Emergency road construction in Gadsden on I-10 west at Exit 174 /SR-12, right lane blocked. Last updated at...http://fl511.com/EventDetails/District%203-CHP/81762",fl511_state,0
"New: Emergency road construction in Gadsden on I-10 west at Exit 174 /SR-12, right lane blocked. Last updated at...http://fl511.com/EventDetails/District%203-CHP/81762",fl511_panhandl,0
Major I-10 closure near Boerne starts early Saturday morning ,LegacyAcademySA,0
Multiple car accidents cause heavy traffic delays on I-10 in Jackson Co. http://www.wlox.com/2019/02/23/multiple-car-accidents-cause-heavy-traffic-delays-i-jackson-co/,RhondaWeidner,0
Crash on I-10 eastbound past the Gautier exit in #JacksonCounty has ALL lanes blocked. Map it &gt; https://bit.ly/2BRcIL8 #MShwys #drivesmartms,MississippiDOT,0
"Last night I dreamed I was delivering my first child in a bathtub, and @chrissyteigen was my birth coach. I woke up before the baby was born, but based on her calming beside manner and the abundance of snacks she brought, I 10/10 would recommend her. ",Draeofsunshine,0
[INDIO] San Gorgonio Pass I10 E EO / Oak Valley Pkwy MM 6 **Object Flying From Veh** http://m.chp.ca.gov/incident.aspx?id=190223IC00030,chp_riv,0
First “Where am I?” 10 minutes into the shift. Machine jammed with an old 50p. Fucking Saturdays ,PhippsnotFipps,0
RT vanessanagoya: just starting listening to missremiashten & ALISHAMARIE ‘s podcast and i 10/10 recommend i’m addicted,alisha_marie2,0
Blocked in #SanJacintoMountains on Hwy 243 Both NB/SB between Mcgovern Rd and I 10 #LAtraffic http://bit.ly/10F395r,TotalTrafficLA,0
Crash on I-10 past Gautier EX 61 in #JacksonCounty has all eastbound lanes blocked. Map it &gt;&gt; https://bit.ly/2BRcIL8 #MShwys,MississippiDOT,0
@primermundo personally blessed me with this while at the @rmcigarfestival I’m going to try it on for size while I creep through the Mississippi Fog. #saturday #mississippi #i10… https://www.instagram.com/p/BuOW1XVHwtC/?utm_source=ig_twitter_share&amp;igshid=1fg0601uahxxp,esotericlaw,0
"I-10 westbound at Craycroft: A semi rollover has closed westbound lanes near milepost 268. There is no estimated time to reopen. This photo is from our nearest camera, which is about 1 mile away. #Tucson",ArizonaDOT,0
Baldwin Park I10 W / Sr71 **Trfc Collision-No Inj** http://m.chp.ca.gov/incident.aspx?id=190223LA00535,chp_la,0
"CONGRATULATIONS MR MAULIK PATEL for taking delivery of Grand i 10. Welcome to Gallops Family. For any information, please call 9374611001. DRIVE CAREFULLY AND OBEY ALL TRAFFIC RULES. ",gallops123,0
“ I-10 by 10 let’s gooooooo “ ,mayaavvs,0
" ||10 killed in explosion at shop in UP Bhadohi| Ten people were killed and six injured in an explosion at a shop here on Saturday afternoon which also led to collapse of three adjacent houses, officials... https://www.facebook.com/143168039040866/posts/2383667398324241/",Editorapinews,0
"Grand i10 Special Offers. To Book Your Testdrive, Call Modi Hyundai on 9887733000.Test Drive Today - https://goo.gl/dVHbSf WhatsApp us at - https://goo.gl/NKypQ1 *T &amp; C Apply",ModiHyundai,0
"Why is giving someone flowers so nice? They’re so pretty, I 10/10 cry every time I get flowers",WishingIHadSock,0
West LA I10 E / Robertson Blvd **Car Fire** http://m.chp.ca.gov/incident.aspx?id=190223LA00507,chp_la,0
Central LA I10 W / S Western Ave **Trfc Collision-Unkn Inj** http://m.chp.ca.gov/incident.aspx?id=190223LA00496,chp_la,0
All lanes are open on I-10 East at Crowder Boulevard. Congestion is minimal.,NOLA_Traffic,0
"Box Canyon road, the only eastern access to the #coachellavalley other than I-10, and a major recreation and public use area, was washed out in October and is still closed. We need to step it up and get both repairs funded and done ASAP! #CA #crumblinginfrastructure",Uuf_dah,0
I-10 eastbound at milepost 179: Expect delays for a crash blocking the right lane. #aztraffic,ArizonaDOT,0
SR 587 one mile north of I-10: Both directions of the highway are now closed for police activity at milepost 224. No estimated time to reopen. #aztraffic,ArizonaDOT,0
"Lol tell me why I made sopa for dinner, fell asleep & instinctively woke up 2 hours later to put the leftovers in the fridge. I am becoming my mother ",M_o_n_i_10,0
West LA I10 W / Robertson Blvd Ofr **Trfc Collision-Unkn Inj** http://m.chp.ca.gov/incident.aspx?id=190223LA00445,chp_la,0
West LA I10 E / ROBERTSON BLVD **Trfc Collision-No Inj** http://m.chp.ca.gov/incident.aspx?id=190223LA00433,chp_la,0
That really be a whole ass mood. I-10 by 10! LETS GEAUX. Imma be the parent whose kids are irritated with me because i woke them up at the asscrack of dawn to get on the road for a trip.,whit_soamazing,0
The two right lanes are blocked on I-10 East at Crowder Boulevard due to an accident. Congestion is minimal.,NOLA_Traffic,0
should I 10 roll?,weems_ebooks,0
I 10/10 recommend you move houses and change your name but that’s just me ,maddiemcglennan,0
[IE] Rancho Cucamonga Milliken Ave Onr / I10 W **Trfc Collision-No Inj** http://m.chp.ca.gov/incident.aspx?id=190223IN00158,chp_riv,0
Central LA I110 S / I10 W **Trfc Collision-1141 Enrt** http://m.chp.ca.gov/incident.aspx?id=190223LA00365,chp_la,0
"Vergonya cuatre gats, I 10 furgons Mossos ja n'hi ha prou!!!! #AlertaUltra #STOPFEIXISTES #NoPassaran #ThisIsTheRealSpain #StopNazis ",MargaXrepublica,0
SR 587 southbound at milepost 224 (north of I-10): Closed for a police investigation. #aztraffic,ArizonaDOT,0
@dcislamabad @hamzashafqaat sir no water supply in our area from last many days.... Sector i-10/1. Citizen portal pe bhi complaint ki ha par kuch nae hua abi tk..,umer046,0
Central LA I110 S I10 Con / I110 S I10 E-w Con **Trfc Collision-1141 Enrt** http://m.chp.ca.gov/incident.aspx?id=190223LA00170,chp_la,0
"Sorry we had to cancel drumming for February, but we will meet in March! We got between 15-18"" of snow. The highway we need to take to get to I-10 is still closed. There was just no way we could have gotten out. Hope to see you all next month on... https://www.facebook.com/story.php?story_fbid=10156913218864014&amp;id=106177974013",SynergyGuardian,0
"Cleared: Planned construction in Duval on I-10 east ramp to Exit 356 I-295 W, off-ramp closed. Last updated at 11:11:51PM.",fl511_northeast,0
"Cleared: Planned construction in Duval on I-10 east ramp to Exit 356 I-295 W, off-ramp closed. Last updated at 11:11:51PM.",fl511_state,0
"Cleared: Planned construction in Duval on I-295 W north at Exit 21 I-10, 2 left lanes blocked. Last updated at 01:00:22AM.",fl511_northeast,0
"Cleared: Planned construction in Duval on I-10 east ramp to Exit 356 I-295 W, off-ramp closed. Last updated at 11:11:51PM.",fl511_i10,0
"Cleared: Planned construction in Duval on I-295 W north at Exit 21 I-10, 2 left lanes blocked. Last updated at 01:00:22AM.",fl511_state,0
Central LA I110 S / I10 E I110 S Con **Trfc Collision-No Inj** http://m.chp.ca.gov/incident.aspx?id=190223LA00053,chp_la,0
how tf am I 10 followers away from 400 ,Grizzexploder,0
"There's a confederate flag flying down 75 by I-10 near Live Oak, Florida. It's huge.",AngryandAsian,0
"Cleared: Planned construction in Duval on I-10 east at Exit 343 US-301, right lane blocked. Last updated at 08:49:39PM.",fl511_northeast,0
"Cleared: Planned construction in Duval on I-10 east at Exit 343 US-301, right lane blocked. Last updated at 08:49:39PM.",fl511_state,0
"Cleared: Planned construction in Duval on I-10 east at Exit 343 US-301, right lane blocked. Last updated at 08:49:39PM.",fl511_i10,0
The Latest: Part of I-10 closed because of snow http://a.msn.com/04/en-us/BBTWqzz?ocid=st,CaptainGhazi,0
"In classic ""I'm traveling to a fraternity event"" style, we've been stuck in standstill traffic on I-10 for almost an hour.",elisabethdbp,0
I-10 westbound at University exit ramp: Disabled vehicle blocking lane. #aztraffic,ArizonaDOT,0
Closed in #CasaGrande on I - 10 EB west of Sacaton Rest Area --- MP 181 #PHXtraffic http://bit.ly/17hvnJU,TotalTrafficPHX,0
Baker County would be a great location! Lots of room and conveniently located directly on I10 and equidistant between I75 and I95.,SherryW64229427,0
i was gonna go there today but the wait was too long for the time frame i had and i 10/10 cried a little &lt;/3,kiIIerqueenn,0
Central LA I10 E / S Grand Ave **Trfc Collision-Unkn Inj** http://m.chp.ca.gov/incident.aspx?id=190222LA03416,chp_la,0
Baldwin Park I10 E / Grand Ave Ofr **Trfc Collision-No Inj** http://m.chp.ca.gov/incident.aspx?id=190222LA03419,chp_la,0
I definitely agree bc I’ve even been thru that myself. But u also have to remember 1. everyone started somewhere 2. People don’t post their bad days 3. Not everything on SM is real and 4. There’s probably someone who’s looking at your life with your i10 etc and is envious u know,zeddoesthemost,0
"Wknd Cnstrctn: WB I-10 narrowed to one lane at 67th Avenue in west Phoenix, expected to re-open by 6 p.m. Sunday (Feb. 24) for paving work at the Loop 202 South Mountain Freeway interchange work zone.",DetourDanKTAR,0
Wknd Cnstrctn: EB I-10 narrowed to one lane @59th Avenue in west Phoenix expected to fully re-open by 4 a.m. Monday (Feb. 25) for bridge work at the Loop 202 South Mountain Freeway interchange work zone.,DetourDanKTAR,0
"Grand i10 is not for women, because as per your enginners at workshop this is correct way to operate nob if grand i10, this is so funny , every grand i10 and xcent had same issue and rather then fixing design issue you are telling me this is by design ? shame on your team ",sanjeevdogra,0
just starting listening to @missremiashten &amp; @ALISHAMARIE ‘s podcast and i 10/10 recommend i’m addicted,vanessanagoya,0
[IE] San Bernardino I10 E / Riverside Ave **Trfc Collision-No Inj** http://m.chp.ca.gov/incident.aspx?id=190222IN01787,chp_riv,0
"Also, for the record, i 10/10 hate this person, not 5.5/10 !!",lesslandmoreair,0
I 10 out of 10 recommend that you guys need to do a new tat video because the collection has grooowwwnn ,hannah_andrea_0,0
"Dave of the Sewers m thief (C) S:11 I:10 W:8 D:11 C:14 Ch:6 AC:9 [10] (cloth) HP:4 sword, thieves' tools, 12 spikes 74gp #DnD",RollMeaPC,0
Baldwin Park I10 E / Via Verde **Trfc Collision-Unkn Inj** http://m.chp.ca.gov/incident.aspx?id=190222LA03360,chp_la,0
I 10 TOP #SOCIALINFLUENCER SU #INSTAGRAM: ECCO LA CLASSIFICA!,Lelcomunicazion,0
I’ve recently subscribed to the paranormal files on YouTube and I 10/10 recommend,glitter_bat_,0
Ready for the 2nd session of 6-Days Thesis Writing Training today at 2:00 pm at KNCT Hub I-10/3 Islamabad? Let's finish writing your thesis! Hiwrita Multiliteracies #hiwrita #writing #research #knct #hiwrita #HiwritaMultiliteracies #imrankhushaal https://ift.tt/2VdoqHl,imrankhushaal,0
 every time I drive long distance I tell people aye ion have time I gotta be on the I-10 by 10,notnice_Jenn,0
All lanes are open on US 90B East at I-10 East. Congestion is minimal.,NOLA_Traffic,0
"New: Planned construction in Duval on I-295 W north at Exit 21 I-10, 2 left lanes blocked. Last updated at...http://fl511.com/EventDetails/District%202/451536",fl511_state,0
"New: Planned construction in Duval on I-295 W north at Exit 21 I-10, 2 left lanes blocked. Last updated at...http://fl511.com/EventDetails/District%202/451536",fl511_northeast,0
I know I know Slowly 大丈夫 奇跡はきっと 継続の中 I Hope I Hope Future 溢れ出す すべてはきっと 気分次第 by I 10,takenaka_lyric,0
#ElPaso - New Mexico route 404 is open between I-10 and NM-213 which is above Loop 375. No reports of restrictions on 404 at this time.,RDProductionsNV,0
[IE] San Bernardino I215 S To / I10 E Con **Trfc Collision-1141 Enrt** http://m.chp.ca.gov/incident.aspx?id=190222IN01702,chp_riv,0
LICHFL OFFERS MORTGAGE LOAN & LRD LOAN R. O. I @10 % Onwards &amp; Lowe..For more info visit...http://www.chennaifinserv.com/latest-update/lichfl-offers-mortga/88?utm_source=twitter,madhankumar1978,0
WATCH: @DavonHouse is officially a member of the @NMStateAggies Hall of Fame. House stole the show with his jacket and even poked fun at #Packers teammate @Showtyme_33 over the Battle of I-10. #KTSM9Sports @NMStateFootball @MarioMocciaNMSU @dougmartinnmsu @JohnVuNMSU @packers,AndyMorganTV,0
Hit 100 on the I-10,ClownOtonashi,0
Central LA I10 W / S Fairfax Ave **Trfc Collision-1141 Enrt** http://m.chp.ca.gov/incident.aspx?id=190222LA03212,chp_la,0
"Cleared: Planned construction in Duval on I-295 W north at Exit 21 I-10, right lane blocked. Last updated at 08:04:01PM.",fl511_state,0
"Cleared: Planned construction in Duval on I-295 W north at Exit 21 I-10, right lane blocked. Last updated at 08:04:01PM.",fl511_northeast,0
On the I-10 by 10,ITSONLYBRIT,0
Tryna be on the other side of I-10 by 10 ,sammibae28,0
"I was on my way downtown on I-10 and I witnessed a car flip over 5x...I stopped to make sure the guy was okay and thank GOD he was alive and walking, his car is totaled but I can’t be more grateful that he is alive, I’m sitting in my car crying because that was so nerve wrecking",asszillaa,0
The right lane remains closed on US 90B East at I-10 East due to a special event. Congestion is minimal.,NOLA_Traffic,0
"Cleared: Disabled vehicle in Duval on I-10 west at Exit 360 Mcduff, left lane blocked. Last updated at 11:59:40PM.",fl511_state,0
"Cleared: Disabled vehicle in Duval on I-10 west at Exit 360 Mcduff, left lane blocked. Last updated at 11:59:40PM.",fl511_i10,0
"Cleared: Disabled vehicle in Duval on I-10 west at Exit 360 Mcduff, left lane blocked. Last updated at 11:59:40PM.",fl511_northeast,0
I-10 westbound at 7th Avenue: Disabled vehicle partially blocking the right lane. #aztraffic,ArizonaDOT,0
I-10 Connect project starts next week at the Spaghetti Bowl via KVIA News https://www.kvia.com/news/el-paso/i-10-connect-project-starts-next-week-at-the-spaghetti-bowl/1035148626,SantaTeresaNews,0
on god this was every car on the i-10 today ,Briannaasmiles2,0
The lineup against Hawai’i: 10 O’Grady ss 00Howard rf 4 DeFlora cf 32 Wilmert c 22 Salas 3b 8 Klitzke do 2 Buckholz fly 12 Haslam 2B 7 Peterson 1b 13 Ferguson p #GoLobos,UNMLoboSB,0
[INDIO] San Gorgonio Pass Sr60 W Wo / I10 Mm 30.10 **Trfc Collision-1141 Enrt** http://m.chp.ca.gov/incident.aspx?id=190222IC00316,chp_riv,0
West LA I10 E / I405 S I10 E Con **Trfc Collision-No Inj** http://m.chp.ca.gov/incident.aspx?id=190222LA03110,chp_la,0
"Updated: Disabled vehicle in Duval on I-10 west at Exit 360 Mcduff, left lane blocked. Last updated at 11:59:40PM. http://fl511.com/EventDetails/District%202/451546",fl511_state,0
"Updated: Disabled vehicle in Duval on I-10 west at Exit 360 Mcduff, left lane blocked. Last updated at 11:59:40PM. http://fl511.com/EventDetails/District%202/451546",fl511_i10,0
"Updated: Disabled vehicle in Duval on I-10 west at Exit 360 Mcduff, left lane blocked. Last updated at 11:59:40PM. http://fl511.com/EventDetails/District%202/451546",fl511_northeast,0
"Sorry we had to cancel drumming tonight. We got between 15-18"" of snow and had roof issues. The highway we need to take to get to I-10 is still closed. There was just no way we could have gotten out. Hope to see you all next month on March 22nd.",SynergyGuardian,0
Thanks for contacting us. I-10 is open between Benson and Tucson; due to the earlier storm we're urging drivers to be prepared for slower travel times.,ArizonaDOT,0
[INDIO] Indio Monterey No / I10 **Trfc Collision-Unkn Inj** http://m.chp.ca.gov/incident.aspx?id=190222IC00308,chp_riv,0
Nice place. Good gas station off of i10,CoachONthMOVE,0
@ArizonaDOT hey! Did ADOT salt the roads on I-10? We’re wondering about road conditions from Benson to Tucson! Thanks!,taylershyenne,0
"wah i 10/10 would brother and help u but i didn’t bring my ezlink out today so,,, i can’t :(",sftmarkjin,0
"New: Disabled vehicle in Duval on I-10 west at Exit 360 Mcduff, left lane blocked. Last updated at 11:27:43PM....http://fl511.com/EventDetails/District%202/451546",fl511_i10,0
"New: Disabled vehicle in Duval on I-10 west at Exit 360 Mcduff, left lane blocked. Last updated at 11:27:43PM....http://fl511.com/EventDetails/District%202/451546",fl511_northeast,0
"New: Disabled vehicle in Duval on I-10 west at Exit 360 Mcduff, left lane blocked. Last updated at 11:27:43PM....http://fl511.com/EventDetails/District%202/451546",fl511_state,0
The right lane is closed on US 90B East at I-10 East due to a special event. Congestion is minimal.,NOLA_Traffic,0
RT BR_Traffic All lanes are open on I-10 West on the Mississippi River Bridge. Traffic congestion is minimal.,BTRtraffic,0
Talk Techy to me (I): 10 palabras de Computing English (y su origen) ,YentelmanBlog,0
Baker County would be a great location! Lots of room and conveniently located directly on I10 and equidistant between I75 and I95.,SherryW64229427,0
All lanes are open on I-10 West on the Mississippi River Bridge. Traffic congestion is minimal.,BR_Traffic,0
[IE] San Bernardino I10 E Wo / Cedar Ave **Hit and Run No Injuries** http://m.chp.ca.gov/incident.aspx?id=190222IN01557,chp_riv,0
RT BR_Traffic The right lane is blocked on I-10 West on the Mississippi River Bridge due to a stalled vehicle. Traffic congestion is minimal.,BTRtraffic,0
"New: Planned construction in Duval on I-10 east ramp to Exit 356 I-295 W, off-ramp closed. Last updated at...http://fl511.com/EventDetails/District%202/451543",fl511_northeast,0
"New: Planned construction in Duval on I-10 east ramp to Exit 356 I-295 W, off-ramp closed. Last updated at...http://fl511.com/EventDetails/District%202/451543",fl511_i10,0
"New: Planned construction in Duval on I-10 east ramp to Exit 356 I-295 W, off-ramp closed. Last updated at...http://fl511.com/EventDetails/District%202/451543",fl511_state,0
"Cleared: Planned construction in Duval on I-10 west ramp to Exit 356 I-295 W, off-ramp right lane blocked. Last updated at 08:04:40PM.",fl511_state,0
"Cleared: Planned construction in Duval on I-10 west ramp to Exit 356 I-295 W, off-ramp right lane blocked. Last updated at 08:04:40PM.",fl511_northeast,0
"Cleared: Planned construction in Duval on I-295 W south at Exit 21 I-10, 2 left lanes blocked. Last updated at 10:06:36PM.",fl511_northeast,0
"Cleared: Planned construction in Duval on I-10 west ramp to Exit 356 I-295 W, off-ramp right lane blocked. Last updated at 08:04:40PM.",fl511_i10,0
"Cleared: Planned construction in Duval on I-295 W south at Exit 21 I-10, 2 left lanes blocked. Last updated at 10:06:36PM.",fl511_state,0
The right lane is blocked on I-10 West on the Mississippi River Bridge due to a stalled vehicle. Traffic congestion is minimal.,BR_Traffic,0
WONK『La Di Da (The Internet Cover) feat. MALIYA』 https://youtu.be/AZvE8hlulU8,yuta_i10,0
Ramps closed in #Tucson on Ina Rd Both EB/WB at I 10 #traffic http://bit.ly/10ksHHH,TotalTrafficTUC,0
