tweet,username,after_incident
Updated: Traffic congestion in Duval on I-10 east at MM 345. Last updated at 11:28:38AM. http://fl511.com/EventDetails/District%202/451573,fl511_northeast,0
Updated: Traffic congestion in Duval on I-10 east at MM 345. Last updated at 11:28:38AM. http://fl511.com/EventDetails/District%202/451573,fl511_i10,0
Updated: Traffic congestion in Duval on I-10 east at MM 345. Last updated at 11:28:38AM. http://fl511.com/EventDetails/District%202/451573,fl511_state,0
Updated: Traffic congestion in Duval on I-10 east at MM 345. Last updated at 11:24:00AM. http://fl511.com/EventDetails/District%202/451573,fl511_northeast,0
Updated: Traffic congestion in Duval on I-10 east at MM 345. Last updated at 11:24:00AM. http://fl511.com/EventDetails/District%202/451573,fl511_state,0
Updated: Traffic congestion in Duval on I-10 east at MM 345. Last updated at 11:24:00AM. http://fl511.com/EventDetails/District%202/451573,fl511_i10,0
Accident in #Tucson on 22nd St east of I 10 #traffic http://bit.ly/10ksHHH,TotalTrafficTUC,0
"Warm front being drawn up ahead of an approaching western cold front this morning that will create periods of showers & isolated storms. Strong thunderstorms are possible along and east of I-45, north of I-10. Cool and much drier air will move in behind the front this afternoon. ",NWSHouston,0
Updated: Traffic congestion in Duval on I-10 east at MM 345. Last updated at 11:09:43AM. http://fl511.com/EventDetails/District%202/451573,fl511_northeast,0
Updated: Traffic congestion in Duval on I-10 east at MM 345. Last updated at 11:09:43AM. http://fl511.com/EventDetails/District%202/451573,fl511_state,0
Updated: Traffic congestion in Duval on I-10 east at MM 345. Last updated at 11:09:43AM. http://fl511.com/EventDetails/District%202/451573,fl511_i10,0
Pssst. There is a way to bypass the congestion along I-10 East at Sunland. Just take the Sunland flyover ramp to connect directly to US 85 East. It will lead you to Executive Center as well as Downtown. (Not even Google Maps knows about it yet) @txdotelp @EpDistrict1 @ElPasoTXGov,GO10EP,0
"Updated: Vehicle on fire in Duval on I-10 east at MM 346, right lane blocked. Last updated at 10:36:37AM. http://fl511.com/EventDetails/District%202/451572",fl511_i10,0
"Updated: Vehicle on fire in Duval on I-10 east at MM 346, right lane blocked. Last updated at 10:36:37AM. http://fl511.com/EventDetails/District%202/451572",fl511_state,0
"Updated: Vehicle on fire in Duval on I-10 east at MM 346, right lane blocked. Last updated at 10:36:37AM. http://fl511.com/EventDetails/District%202/451572",fl511_northeast,0
"Updated: Vehicle on fire in Duval on I-10 east at MM 346, all lanes blocked. Last updated at 10:29:45AM. http://fl511.com/EventDetails/District%202/451572",fl511_northeast,0
"Updated: Vehicle on fire in Duval on I-10 east at MM 346, all lanes blocked. Last updated at 10:29:45AM. http://fl511.com/EventDetails/District%202/451572",fl511_state,0
"Updated: Vehicle on fire in Duval on I-10 east at MM 346, all lanes blocked. Last updated at 10:29:45AM. http://fl511.com/EventDetails/District%202/451572",fl511_i10,0
New: Traffic congestion in Duval on I-10 east at MM 345. Last updated at 10:28:31AM. #fl511 http://fl511.com/EventDetails/District%202/451573,fl511_state,0
New: Traffic congestion in Duval on I-10 east at MM 345. Last updated at 10:28:31AM. #fl511 http://fl511.com/EventDetails/District%202/451573,fl511_i10,0
New: Traffic congestion in Duval on I-10 east at MM 345. Last updated at 10:28:31AM. #fl511 http://fl511.com/EventDetails/District%202/451573,fl511_northeast,0
"New: Vehicle on fire in Duval on I-10 east at MM 346, 2 right lanes blocked. Last updated at 10:26:09AM. #fl511 http://fl511.com/EventDetails/District%202/451572",fl511_i10,0
"New: Vehicle on fire in Duval on I-10 east at MM 346, 2 right lanes blocked. Last updated at 10:26:09AM. #fl511 http://fl511.com/EventDetails/District%202/451572",fl511_northeast,0
"New: Vehicle on fire in Duval on I-10 east at MM 346, 2 right lanes blocked. Last updated at 10:26:09AM. #fl511 http://fl511.com/EventDetails/District%202/451572",fl511_state,0
Accident cleared in #Avondale on I - 10 WB east of Avondale Blvd --- Exit 131 #PHXtraffic http://bit.ly/17hvnJU,TotalTrafficPHX,0
"Updated: Emergency road construction in Jackson on I-10 east beyond Exit 142 /SR-71, right lane blocked. Last...http://fl511.com/EventDetails/District%203-CHP/81778",fl511_i10,0
"Updated: Emergency road construction in Jackson on I-10 east beyond Exit 142 /SR-71, right lane blocked. Last...http://fl511.com/EventDetails/District%203-CHP/81778",fl511_state,0
"Updated: Emergency road construction in Jackson on I-10 east beyond Exit 142 /SR-71, right lane blocked. Last...http://fl511.com/EventDetails/District%203-CHP/81778",fl511_panhandl,0
"New: Emergency road construction in Jackson on I-10 east beyond Exit 142 /SR-71, right lane blocked. Last updated...http://fl511.com/EventDetails/District%203-CHP/81778",fl511_state,0
"New: Emergency road construction in Jackson on I-10 east beyond Exit 142 /SR-71, right lane blocked. Last updated...http://fl511.com/EventDetails/District%203-CHP/81778",fl511_i10,0
"New: Emergency road construction in Jackson on I-10 east beyond Exit 142 /SR-71, right lane blocked. Last updated...http://fl511.com/EventDetails/District%203-CHP/81778",fl511_panhandl,0
"Updated: Emergency road construction in Gadsden on I-10 east at MM 161, left lane blocked. Last updated at...http://fl511.com/EventDetails/District%203-CHP/81774",fl511_state,0
"Updated: Emergency road construction in Gadsden on I-10 east at MM 161, left lane blocked. Last updated at...http://fl511.com/EventDetails/District%203-CHP/81774",fl511_i10,0
"Updated: Emergency road construction in Gadsden on I-10 east at MM 161, left lane blocked. Last updated at...http://fl511.com/EventDetails/District%203-CHP/81774",fl511_panhandl,0
"New: Emergency road construction in Gadsden on I-10 east at MM 161, left lane blocked. Last updated at...http://fl511.com/EventDetails/District%203-CHP/81774",fl511_i10,0
"New: Emergency road construction in Gadsden on I-10 east at MM 161, left lane blocked. Last updated at...http://fl511.com/EventDetails/District%203-CHP/81774",fl511_panhandl,0
"New: Emergency road construction in Gadsden on I-10 east at MM 161, left lane blocked. Last updated at...http://fl511.com/EventDetails/District%203-CHP/81774",fl511_state,0
"Updated: Emergency road construction in Jackson on I-10 east at MM 132, right lane blocked. Last updated at...http://fl511.com/EventDetails/District%203-CHP/81772",fl511_i10,0
"Updated: Emergency road construction in Jackson on I-10 east at MM 132, right lane blocked. Last updated at...http://fl511.com/EventDetails/District%203-CHP/81772",fl511_state,0
"Updated: Emergency road construction in Jackson on I-10 east at MM 132, right lane blocked. Last updated at...http://fl511.com/EventDetails/District%203-CHP/81772",fl511_panhandl,0
"New: Emergency road construction in Jackson on I-10 east at MM 132, right lane blocked. Last updated at...http://fl511.com/EventDetails/District%203-CHP/81772",fl511_state,0
"New: Emergency road construction in Jackson on I-10 east at MM 132, right lane blocked. Last updated at...http://fl511.com/EventDetails/District%203-CHP/81772",fl511_i10,0
"New: Emergency road construction in Jackson on I-10 east at MM 132, right lane blocked. Last updated at...http://fl511.com/EventDetails/District%203-CHP/81772",fl511_panhandl,0
"Accident, shoulder blocked in #Avondale on I - 10 WB east of Avondale Blvd --- Exit 131 #PHXtraffic http://bit.ly/17hvnJU",TotalTrafficPHX,0
"Cleared: Object on roadway in Okaloosa on I-10 east before Exit 45, right lane blocked. Last updated at 08:45:48AM.",fl511_state,0
"Cleared: Object on roadway in Okaloosa on I-10 east before Exit 45, right lane blocked. Last updated at 08:45:48AM.",fl511_i10,0
"Cleared: Object on roadway in Okaloosa on I-10 east before Exit 45, right lane blocked. Last updated at 08:45:48AM.",fl511_panhandl,0
Carpool lane blocked in #Avondale on I - 10 WB east of Avondale Blvd --- Exit 131 #PHXtraffic http://bit.ly/17hvnJU,TotalTrafficPHX,0
"New: Object on roadway in Okaloosa on I-10 east before Exit 45, right lane blocked. Last updated at 08:45:48AM....http://fl511.com/EventDetails/District%203-CHP/81769",fl511_panhandl,0
"New: Object on roadway in Okaloosa on I-10 east before Exit 45, right lane blocked. Last updated at 08:45:48AM....http://fl511.com/EventDetails/District%203-CHP/81769",fl511_i10,0
"New: Object on roadway in Okaloosa on I-10 east before Exit 45, right lane blocked. Last updated at 08:45:48AM....http://fl511.com/EventDetails/District%203-CHP/81769",fl511_state,0
All lanes are open on I-10 East at Crowder Boulevard. Congestion is minimal.,NOLA_Traffic,0
The two right lanes are blocked on I-10 East at Crowder Boulevard due to an accident. Congestion is minimal.,NOLA_Traffic,0
"Cleared: Planned construction in Duval on I-10 east ramp to Exit 356 I-295 W, off-ramp closed. Last updated at 11:11:51PM.",fl511_northeast,0
"Cleared: Planned construction in Duval on I-10 east ramp to Exit 356 I-295 W, off-ramp closed. Last updated at 11:11:51PM.",fl511_state,0
"Cleared: Planned construction in Duval on I-10 east ramp to Exit 356 I-295 W, off-ramp closed. Last updated at 11:11:51PM.",fl511_i10,0
"Cleared: Planned construction in Duval on I-10 east at Exit 343 US-301, right lane blocked. Last updated at 08:49:39PM.",fl511_northeast,0
"Cleared: Planned construction in Duval on I-10 east at Exit 343 US-301, right lane blocked. Last updated at 08:49:39PM.",fl511_state,0
"Cleared: Planned construction in Duval on I-10 east at Exit 343 US-301, right lane blocked. Last updated at 08:49:39PM.",fl511_i10,0
All lanes are open on US 90B East at I-10 East. Congestion is minimal.,NOLA_Traffic,0
The right lane remains closed on US 90B East at I-10 East due to a special event. Congestion is minimal.,NOLA_Traffic,0
The right lane is closed on US 90B East at I-10 East due to a special event. Congestion is minimal.,NOLA_Traffic,0
"New: Planned construction in Duval on I-10 east ramp to Exit 356 I-295 W, off-ramp closed. Last updated at...http://fl511.com/EventDetails/District%202/451543",fl511_northeast,0
"New: Planned construction in Duval on I-10 east ramp to Exit 356 I-295 W, off-ramp closed. Last updated at...http://fl511.com/EventDetails/District%202/451543",fl511_i10,0
"New: Planned construction in Duval on I-10 east ramp to Exit 356 I-295 W, off-ramp closed. Last updated at...http://fl511.com/EventDetails/District%202/451543",fl511_state,0
"02-22-19 Tucson, AZ - Winter Storm Desert Snow Impacts I-10 East Near Be... https://youtu.be/j1EDWclkVqU via @YouTube",hartlace1,0
"#RT @NWSSanDiego: A cold night again tonight! Frost will impact the Inland Empire, especially along and east of I-215 and south of I-10. Frost will also develop over the inland valleys of #SanDiego County. #CAwx",SD_Stuff,0
So far so good on I-10 East near Downtown exit! Roads are slick so please drive carefully! *REMEMBER Do not use your phone while driving* I was the passenger in the vehicle while taking this video* #txwx #nmwx @CBS4Local @KFOX14 @KFOXTraffic @KFOXWeatherTeam @CBS4WarnWeather,AmandaKFOX_CBS,0
@ArizonaDOT light snow on I-10 East side of Tucson. Traffic slowing near Rita Rd.,ShannonSrwise,0
"A cold night again tonight! Frost will impact the Inland Empire, especially along and east of I-215 and south of I-10. Frost will also develop over the inland valleys of #SanDiego County. #CAwx",NWSSanDiego,0
"Updated: Planned construction in Duval on I-10 east at Exit 343 US-301, right lane blocked. Last updated at...http://fl511.com/EventDetails/District%202/451539",fl511_state,0
"Updated: Planned construction in Duval on I-10 east at Exit 343 US-301, right lane blocked. Last updated at...http://fl511.com/EventDetails/District%202/451539",fl511_i10,0
"Updated: Planned construction in Duval on I-10 east at Exit 343 US-301, right lane blocked. Last updated at...http://fl511.com/EventDetails/District%202/451539",fl511_northeast,0
RT BR_Traffic Traffic congestion has cleared on I-10 East in the Baton Rouge area.,BTRtraffic,0
Traffic congestion has cleared on I-10 East in the Baton Rouge area.,BR_Traffic,0
You dig Journey and AC/DC and looking for something fun tonight? Come on down! — attending The I-10 Connection - East meets West at Joe's Grotto https://www.facebook.com/1101117649/posts/10217434212302841/,machine_miller,0
The gorilla made a wrong turn and headed west on I-10 instead of east towards Florida.,SphaleriteMz,0
"I-10 East @Cotton, crash, left shoulder closed, clearing time 1hr.",EPPOLICE,0
"RT KATCTV3 ""All lanes are now open I-10 East at LA 98 (Rayne)""",LFT411,0
All lanes are now open I-10 East at LA 98 (Rayne),KATCTV3,0
"Cleared: Emergency road construction in Jackson on I-10 east at MM 157, left lane blocked. Last updated at 05:07:47PM.",fl511_panhandl,0
"Cleared: Emergency road construction in Jackson on I-10 east at MM 157, left lane blocked. Last updated at 05:07:47PM.",fl511_state,0
"Cleared: Emergency road construction in Jackson on I-10 east at MM 157, left lane blocked. Last updated at 05:07:47PM.",fl511_i10,0
"Cleared: Emergency road construction in Gadsden on I-10 east at MM 161, left lane blocked. Last updated at 05:08:13PM.",fl511_panhandl,0
"Cleared: Emergency road construction in Gadsden on I-10 east at MM 161, left lane blocked. Last updated at 05:08:13PM.",fl511_i10,0
"Cleared: Emergency road construction in Gadsden on I-10 east at MM 161, left lane blocked. Last updated at 05:08:13PM.",fl511_state,0
"Cleared: Emergency road construction in Jackson on I-10 east at MM 132, right lane blocked. Last updated at 05:07:33PM.",fl511_panhandl,0
"Cleared: Emergency road construction in Jackson on I-10 east at MM 132, right lane blocked. Last updated at 05:07:33PM.",fl511_state,0
"Cleared: Emergency road construction in Jackson on I-10 east at MM 132, right lane blocked. Last updated at 05:07:33PM.",fl511_i10,0
"I-10 East @Kansas, crash, right shoulder closed, clearing time 1hr",EPPOLICE,0
5:44pm.. All lanes are open I-10 East on the Mississippi River Bridge after a breakdown.,TotalTrafficBTR,0
All lanes are now open I-10 East at LA 98 (Rayne). Congestion is minimal.,Laf_Traffic,0
Update: All lanes REOPEN at I-10 East near Piedras following wreck. http://bit.ly/2VcWCTt : Luis Romo,CBS4Local,0
Update: All lanes REOPEN at I-10 East near Piedras following wreck. http://bit.ly/2VgYvP8 : Luis Romo,KFOX14,0
"I-10 East @Piedras, crash, FINAL, all lanes open, backup to Executive.",EPPOLICE,0
UPDATE: Good news I-10 East is OPEN at Piedras. Delays still remain near downtown. ,MauricioABC7,0
RT BR_Traffic All lanes are open I-10 East on the Mississippi River Bridge. Congestion remains 2 miles before LA 415 (Lobdell).,BTRtraffic,0
UPDATE: Police have CLEARED this wreck at I-10 East and Piedras. All eastbound lanes have REOPENED. Photo: Lizette Funes ,KVIAtraffic,0
TRAFFIC ALERT: I-10 East near Piedras is back open after all lanes were closed to clean up a crash involving a vehicle and a semi. https://www.kvia.com/news/el-paso/traffic-alert-wreck-involving-tractor-trailer-affecting-traffic-at-i-10-east-piedras/1035317834,ErikElkenKVIA,0
All lanes are open I-10 East on the Mississippi River Bridge. Congestion remains 2 miles before LA 415 (Lobdell).,BR_Traffic,0
5pm.. stalled vehicle blocking the right lane on I-10 East on the Mississippi River Bridge,TotalTrafficBTR,0
RT BR_Traffic The right lane is blocked I-10 East on the Mississippi River Bridge due to a stalled vehicle. Congestion has reached 3 miles before LA 415 (Lobdell). Use caution.,BTRtraffic,0
The right lane is blocked I-10 East on the Mississippi River Bridge due to a stalled vehicle. Congestion has reached 3 miles before LA 415 (Lobdell). Use caution.,BR_Traffic,0
"Precipitation will be possible overnight, mainly north of I-10. Rain showers are anticipated most locations. However, an isolated thunderstorm can't be ruled out east of Midland. Light snow is possible in the mountains. Otherwise, above-normal temperatures! #txwx #nmwx",NWSMidland,0
"I-10 East @Piedras, crash, update 1, all lanes closed until further notice.",EPPOLICE,0
"TRAFFIC ALERTS, PLAN AHEAD: - I-10 East @Piedras, crash, all lanes closed until further notice. - I-10 West @McRae, stalled semi, center lane closed. Plus our windy weather is affecting visibility. Drive to conditions. Travel safely. Be patient. ",txdotelp,0
"RT KATCTV3 ""The right lane is blocked I-10 East at LA 98 (Rayne) due to a vehicle fire. Congestion is approaching four miles.""",LFT411,0
The right lane is blocked I-10 East at LA 98 (Rayne) due to a vehicle fire. Congestion is approaching four miles.,KATCTV3,0
Don’t drive down I 10 east passing Rita Road traffic is at a dead stop @whatsuptucson,stephaney_ag,0
One lane of eastbound I-10 has just reopened following this crash east of Tucson. Traffic is backed up for several miles. ,DanMarriesKOLD,0
The right lane is blocked I-10 East at LA 98 (Rayne) due to a vehicle fire. Congestion is approaching four miles.,Laf_Traffic,0
4Warn Traffic Alert: Wreck involving semi truck and other vehicles reported on I-10 East near Piedras. http://www.CBS4Local.com/watch,CBS4Local,0
Traffic Alert Wreck involving semi truck and other vehicles reported on I-10 East near Piedras. WATCH LIVE: http://www.KFOXTV.com/watch,KFOX14,0
TRAFFIC ALERT: Wreck involving semi truck affecting traffic on I-10 East near Piedras. Take Montana or the Border Highway instead. https://www.kvia.com/news/el-paso/traffic-alert-wreck-involving-tractor-trailer-affecting-traffic-at-i-10-east-piedras/1035317834,KVIAtraffic,0
"I-10 East @Piedras, crash, center lanes closed, clearing time 2 hrs.",EPPOLICE,0
TRAFFIC ALERT: Crash on I-10 East near Piedras causing a backup. Photo courtesy of TxDOT. ,KTSMtv,0
RT BR_Traffic Expect heavier than normal delays on I-10 East in the Baton Rouge area due to earlier incidents that have cleared. Use caution.,BTRtraffic,0
Expect heavier than normal delays on I-10 East in the Baton Rouge area due to earlier incidents that have cleared. Use caution.,BR_Traffic,0
"I-10 East @Eastlake, Road work, FINAL, all lanes open, backup to Americas.",EPPOLICE,0
2:09pm.. All lanes are open I-10 East at LA 1 (Port Allen) after a breakdown,TotalTrafficBTR,0
RT BR_Traffic All lanes are open I-10 East at LA 1 (Port Allen). Congestion has reached approximately 4 miles before LA 415 (Lobdell).,BTRtraffic,0
All lanes are open I-10 East at LA 1 (Port Allen). Congestion has reached approximately 4 miles before LA 415 (Lobdell).,BR_Traffic,0
RT BR_Traffic The center lane is blocked I-10 East at LA 1 (Port Allen) due to a disabled tractor trailer. Congestion has reached approximately 3 miles before LA 415 (Lobdell).,BTRtraffic,0
2pm.. stalled tractor trailer blocking the center lane on I-10 East at LA 1 (Port Allen),TotalTrafficBTR,0
@ArizonaDOT any closures on the I-10 westbound?,sickazzstoner,1
 Traffic Report - A section of westbound Loop 101 in north Phoenix will be closed. - Westbound I-10 will be narrowed to one lane at 67th Avenue. - Eastbound I-10 will be narrowed to one lane at 59th Avenue from 7 PM Sunday to 4 AM Monday. ,ArizonaCoyotes,1
Please plan to arrive early tomorrow to avoid delays. - A section of westbound Loop 101 in north Phoenix will be closed. - Westbound I-10 will be narrowed to one lane at 67th Avenue. - Eastbound I-10 will be narrowed to one lane at 59th Avenue from 7 PM Sunday to 4 AM Monday. ,ArizonaCoyotes,1
All westbound lanes of the I-10 freeway at Baldwin Park Boulevard have been shut down. A shooting occurred on the 10 freeway near El Monte. Officers are searching the freeway for evidence tied to the shooting. Please be aware LP.,LaPuente626sgv,1
CHP Officers have all westbound lanes of the I-10 freeway at Baldwin Park Boulevard shut down as they search for evidence tied to the shooting.,SGVCityWatch,1
#AMBERALERT: Last seen in Sealy TX heading westbound on I-10. ,wesrap,1
Expect long delays this weekend on I-10 westbound in the West Valley. Westbound is down to only 1 lane at 67th Avenue for L-202 interchange work until 6 p.m. Sunday. Delays begin near the I-17 Stack interchange. #PhxTraffic,ArizonaDOT,1
Delays continue on I-10 westbound approaching Pinal Airpark Road because of an earlier crash. All lanes are open. #aztraffic,ArizonaDOT,0
"The weekend freeway travel advisory includes a closure of L-101 westbound from 7th Street to I-17, along with delays for a restriction on I-10 westbound at 67th Avenue. More: http://bit.ly/2tIScbr #PhxTraffic",ArizonaDOT,0
I-10 westbound is blocked at Pinal Airpark Road for a crash and car fire at milepost 232. #aztraffic,ArizonaDOT,0
@whatsuptucson I 10 westbound shut down near Pinal airpark,casadogs57,0
Expect slow traffic heading into Phoenix on I-10 westbound. There's a crash blocking the left lane at Queen Creek. #PhxTraffic,ArizonaDOT,0
I-10 westbound is narrowed to 1 lane at 67th Ave til 6 p.m. Sunday. Expect delays. All clear eastbound.,ArizonaDOT,0
I-10 westbound travel lanes have reopened. Backup starts near Kolb and will take a bit to clear out. #Tucson,ArizonaDOT,0
"I-10, Benson, mostly westbound back towards Tucson; February 22, 2019. Several Semis in medium/accidents; caused hours of delays. 6-8""+ of snow in some areas, locally more (was beautiful, besides the traffic issues).... ",stormy_joyce61,0
I-10 at Craycroft westbound is closed for clean up of a rolled over semi truck crash ,whatsuptucson,0
I-10 westbound at Craycroft: The travel lanes are closed to remove an an earlier semi rollover. Traffic is using the exit and on-ramps to get around this. Expect delays. #Tucson,ArizonaDOT,0
"I-10 westbound at Craycroft: A semi rollover has closed westbound lanes near milepost 268. There is no estimated time to reopen. This photo is from our nearest camera, which is about 1 mile away. #Tucson",ArizonaDOT,0
I-10 westbound at University exit ramp: Disabled vehicle blocking lane. #aztraffic,ArizonaDOT,0
I-10 westbound at 7th Avenue: Disabled vehicle partially blocking the right lane. #aztraffic,ArizonaDOT,0
Another westbound car accident on I-10 near the Mescal Road area. Stay safe out there. For more weather details go to .@KVOA #News4Tucson,Edgar_Cameraman,0
RT @ArizonaDOT: US 60 westbound past Mill: The left lane on the ramp to I-10 eastbound is blocked. #PhxTraffic,KWSS_Radio,0
I-10 westbound at Warner: A crash is blocking the HOV lane. #PhxTraffic,ArizonaDOT,0
US 60 westbound past Mill: The left lane on the ramp to I-10 eastbound is blocked. #PhxTraffic,ArizonaDOT,0
Expect slowing near Mescal on I-10 westbound because of an earlier crash. #aztraffic,ArizonaDOT,0
All lanes are on I-10 West at Veterans Boulevard. Congestion from this incident has reached Causeway Boulevard.,NOLA_Traffic,1
The two right lanes are blocked on I-10 West at Veterans Boulevard due to an accident. Congestion from this incident has reached Clearview Parkway.,NOLA_Traffic,1
RT BR_Traffic All lanes are now open I-10 West at Acadian Thruway. Congestion has reached the I-10/I-12.,BTRtraffic,1
All lanes are now open I-10 West at Acadian Thruway. Congestion has reached the I-10/I-12.,BR_Traffic,1
RT BR_Traffic The right lane is blocked I-10 West at Acadian Thruway due to a stalled vehicle. Congestion has reached College Drive.,BTRtraffic,1
The right lane is blocked I-10 West at Acadian Thruway due to a stalled vehicle. Congestion has reached College Drive.,BR_Traffic,1
Accident cleared in #Phoenix on I - 10 EB west of 59th Ave --- Exit 138 #PHXtraffic http://bit.ly/17hvnJU,TotalTrafficPHX,1
All lanes are open on I-10 West at Veterans Boulevard. Congestion from this incident is minimal.,NOLA_Traffic,1
"Accident, shoulder blocked in #Phoenix on I - 10 EB west of 59th Ave --- Exit 138 #PHXtraffic http://bit.ly/17hvnJU",TotalTrafficPHX,1
The left lane is blocked on I-10 West at Veterans Boulevard due to an accident. Congestion from this incident is minimal.,NOLA_Traffic,1
RT BR_Traffic All lanes are open I-10 West before Siegen Lane. Congestion has reached 1 mile in length.,BTRtraffic,1
All lanes are open I-10 West before Siegen Lane. Congestion has reached 1 mile in length.,BR_Traffic,1
RT BR_Traffic The right lane is blocked I-10 West before Siegen Lane due to an accident. Congestion has reached Highland Road.,BTRtraffic,1
The right lane is blocked I-10 West before Siegen Lane due to an accident. Congestion has reached Highland Road.,BR_Traffic,1
"Wknd Cnstrctn: WB I-10 narrowed to one lane at 67th Avenue in west Phoenix, expected to re-open by 6 p.m. Sunday (Feb. 24) for paving work @the Loop 202 South Mountain Freeway interchange work zone.",DetourDanKTAR,1
Wknd Cnstrctn: EB I-10 narrowed to one lane @59th Avenue in west Phoenix expected to fully re-open by 4 a.m. Monday (Feb. 25) for bridge work @the Loop 202 South Mountain Freeway interchange work zone.,DetourDanKTAR,1
"When you get old, you have so many war stories. Day after Christmas 1969 driving west on I-10, I got caught in a whiteout blizzard in mountains south of Tucson in car with no heater &amp; engine problems. Couldn't defrost windshield. Glad to still be around to recollect that story!",DavidWareHawaii,1
I-10 eastbound at milepost 246 (just west of Cortaro Road): Right lane blocked due to disabled vehicle. #aztraffic #Tucson,ArizonaDOT,1
3. Driving from San Antonio to Tucson in the late 90s. I’m on I-10 in deep west Texas &amp; I pull off to take a leak &amp; stretch my legs. I got a late start &amp; it’s late afternoon. The wind is blowing fierce &amp; I look around. There are no cars on the interstate in either direction to,ThreadsHoneyy_,1
"TRAFFIC UPDATE - The No. 3, 4 and 5 lanes of the west I-10 freeway east of the 605 and the northbound 605 connector to the west I-10 will be closed for an unknown duration due to the shooting investigation.",SGVCityWatch,1
UPDATE: All lanes now open on I-10 WB west of the I-17 Stack. ,ArizonaDOT,1
I-10 WB: A crash is blocking the HOV lane just west of the I-17 Stack. #phxtraffic,ArizonaDOT,1
"Cleared: Emergency road construction in Gadsden on I-10 west at Exit 174 /SR-12, right lane blocked. Last updated at 05:01:29PM.",fl511_panhandl,1
"Cleared: Emergency road construction in Gadsden on I-10 west at Exit 174 /SR-12, right lane blocked. Last updated at 05:01:29PM.",fl511_state,1
"Cleared: Emergency road construction in Gadsden on I-10 west at Exit 174 /SR-12, right lane blocked. Last updated at 05:01:29PM.",fl511_i10,1
"~1415: Per #CCSO #RoadClosures Frontier Rd from Davis to Double Adobe Rd,Central Rd from Davis to SR80,Old Divide Rd from 80 to West Blvd, Ramsey Canyon at Brown Canyon Rd,Dragoon Rd open to 4x4 only from I-10 to Hwy 191,Stump Canyon Closed (Hereford),Carr Canyon ... ",CCFirenIncident,1
Expect long delays this weekend on I-10 westbound in the West Valley. Westbound is down to only 1 lane at 67th Avenue for L-202 interchange work until 6 p.m. Sunday. Delays begin near the I-17 Stack interchange. #PhxTraffic,ArizonaDOT,1
Don’t get on the I-10 west today Thank me later,SeddyMixedThat,0
Hey @ArizonaDOT what’s going on west bound I-10 near Marana Rd exit? Very slow moving at moment. #Aztraffic,ralonzo,0
RT BR_Traffic The exit ramp from I-10 West to Essen Lane is now open. Congestion remains minimal.,BTRtraffic,0
The exit ramp from I-10 West to Essen Lane is now open. Congestion remains minimal.,BR_Traffic,0
@whatsuptucson I-10 West is crazy fun from like...tangerine onwards. ,Jamesikrauss,0
RT BR_Traffic The exit ramp from I-10 West to Essen Lane is partially blocked due to an accident. Congestion is minimal at this time.,BTRtraffic,0
The exit ramp from I-10 West to Essen Lane is partially blocked due to an accident. Congestion is minimal at this time.,BR_Traffic,0
"For everyone I care about, please take TX-225 into Houston not I-10 west until this column is repaired or replaced. Stay safe. (I-10 west at San Jacinto river bridge) https://www.facebook.com/1524125615/posts/10218788464332396/",bstarnes71,0
"Accident, shoulder blocked in #Phoenix on I - 10 EB west of Lp 101 --- Exit 133B #PHXtraffic http://bit.ly/17hvnJU",TotalTrafficPHX,0
RT BR_Traffic All lanes are open I-10 West at LA 1. Congestion remains minimal.,BTRtraffic,0
All lanes are open I-10 West at LA 1. Congestion remains minimal.,BR_Traffic,0
RT BR_Traffic Correction: The exit ramp I-10 West to LA 1 South is blocked due to a stalled vehicle. Congestion remains minimal.,BTRtraffic,0
Correction: The exit ramp I-10 West to LA 1 South is blocked due to a stalled vehicle. Congestion remains minimal.,BR_Traffic,0
RT BR_Traffic The exit ramp I-10 West to LA 1 North is partially blocked due to a stalled vehicle. Congestion is minimal.,BTRtraffic,0
The exit ramp I-10 West to LA 1 North is partially blocked due to a stalled vehicle. Congestion is minimal.,BR_Traffic,0
"Accident, right lane blocked in #CasaGrande on I - 10 EB west of Sacaton Rest Area --- MP 181 #PHXtraffic http://bit.ly/17hvnJU",TotalTrafficPHX,0
"Updated: Emergency road construction in Gadsden on I-10 west at Exit 174 /SR-12, right lane blocked. Last updated...http://fl511.com/EventDetails/District%203-CHP/81762",fl511_state,0
"Updated: Emergency road construction in Gadsden on I-10 west at Exit 174 /SR-12, right lane blocked. Last updated...http://fl511.com/EventDetails/District%203-CHP/81762",fl511_i10,0
"Updated: Emergency road construction in Gadsden on I-10 west at Exit 174 /SR-12, right lane blocked. Last updated...http://fl511.com/EventDetails/District%203-CHP/81762",fl511_panhandl,0
"New: Emergency road construction in Gadsden on I-10 west at Exit 174 /SR-12, right lane blocked. Last updated at...http://fl511.com/EventDetails/District%203-CHP/81762",fl511_i10,0
"New: Emergency road construction in Gadsden on I-10 west at Exit 174 /SR-12, right lane blocked. Last updated at...http://fl511.com/EventDetails/District%203-CHP/81762",fl511_state,0
"New: Emergency road construction in Gadsden on I-10 west at Exit 174 /SR-12, right lane blocked. Last updated at...http://fl511.com/EventDetails/District%203-CHP/81762",fl511_panhandl,0
Closed in #CasaGrande on I - 10 EB west of Sacaton Rest Area --- MP 181 #PHXtraffic http://bit.ly/17hvnJU,TotalTrafficPHX,0
