,tweet,username,date,after_incident,langs
298,Just happened to work in this area...A nice Monday afternoon.. ..saw the sign @plutotv..Like it #mondayafternoon #sunset @La Cienega And Santa Monica Blvd https://www.instagram.com/p/B35xADZpvxw/?igshid=8xqqcsz1ajwl,culu2012,Tue Oct 22 01:47:52 +0000 2019,1,en
299,mackroyalty new visual out now #directed #edited #mixed #mastered #engineered by #amgstudios hastaging like an #uncle @West Hollywood - Santa Monica Blvd https://www.instagram.com/p/B33WOTLARYL/?igshid=1sjj077rd0tdm,A_M_G_Studios,Mon Oct 21 03:16:23 +0000 2019,1,en
300,I wish Hollywood blvd was as lit as Santa Monica Blvd in weho. Can you imagine!? We need a row of lit ass bars... ASAP,kimccchi,Fri Oct 18 01:23:59 +0000 2019,1,en
301,7100 Santa Monica Blvd. It’s limited right now so gotta buy tickets online.,captainhaystack,Thu Oct 17 14:37:24 +0000 2019,1,en
302,Maternity Girdle/ Fajas Para Maternidad #maternitygirdle #maternityfashion #maternity #fajasparaembarazadas #embarazo #futuramama #embarazada #hollywood #backsupport @West Hollywood - Santa Monica Blvd https://www.instagram.com/p/B3sg8JwAUsW/?igshid=1frgfbjmwvikb,NewBodyCouture,Wed Oct 16 22:17:23 +0000 2019,1,en
303,The Big Ticket: @LiveNation @Ticketmaster Signs 98K SF at #CIM’s New #WeHo Virtually Full Studio Campus Final Phase. Compliments Santa Monica Blvd &amp; La Brea Record Walkable Setting #CRE Development Cluster.,CarlMuhlstein,Wed Oct 16 13:37:13 +0000 2019,1,en
304,"Hi #LosAngeles friends. Go check out my friend #ZoeBrush at @TheVirgil tonight at 10pm! 4519 Santa Monica Blvd Los Angeles, CA 90029 United States",drakefable,Tue Oct 15 20:44:49 +0000 2019,1,en
305,"I'm at Santa Monica Blvd/Westwood Bus Stop in Los Angeles, CA ",chtucker18,Tue Oct 15 17:34:10 +0000 2019,1,en
306,"FRI OCT 18th Judging the Mr & Mx Cruise LA Leather Contest eagle LA (4219 Santa Monica Blvd., Los Angeles, CA 90029) 8p – 2am Come on through! #MissBarbieQ #GratefulQueen #LifeIsGood #NonBinaryTransFemme… https://www.instagram.com/p/B3pRUjcBMIz/?igshid=1pxch17nj6ygj",MissBarbieQLA,Tue Oct 15 16:03:13 +0000 2019,1,en
307,"FRI OCT 18th Judging the Mr & Mx Cruise LA Leather Contest eagle LA (4219 Santa Monica Blvd., Los Angeles, CA 90029) 8p – 2am Come on through! We are making history! #MissBarbieQ #GratefulQueen #LifeIsGood… https://www.instagram.com/p/B3pQYBKB-iz/?igshid=bgn7yba72np1",MissBarbieQLA,Tue Oct 15 15:55:31 +0000 2019,1,en
308,The Royal Theater on Santa Monica blvd. ,tommychong,Mon Oct 14 07:18:17 +0000 2019,1,en
309,Stand-up comic @moniquemarvez and I decided to do a very not L.A. thing &amp; walk in the beautiful moonlight to @jaxxtheatricals #Matilda the Musical at their lovely old theatre The Met on Santa Monica Blvd. With only… https://www.instagram.com/p/B3jIz-mJMx-/?igshid=9f1vdjw5ugg1,SevenGraham69,Sun Oct 13 07:01:19 +0000 2019,1,en
310,"And as I watched the world go by cruising down Santa Monica Blvd, I could help but wonder... do West Hollywood gays know they’re West Hollywood gays?",kevinleblanc11,Sat Oct 12 20:39:41 +0000 2019,1,en
311,"The Brixton 2827 Pico Blvd Santa Monica, California #GoGators ",TheBrixtonSM,Sat Oct 12 18:41:30 +0000 2019,1,en
312,"I remember going to the Silver Spoon on Santa Monica Blvd. where he had his ""office"" and held meetings every day. Now that classic Hollywood eatery is gone. And so is Robert Forster. RIP. ",mortenbay,Sat Oct 12 18:39:14 +0000 2019,1,en
313,"Robert Forster, #Oscar-Nominated Star of ‘Jackie Brown,’ Dies at 78. So sad I used to see him every Sunday at Marco’s Italian Restaueant on Santa Monica Blvd. #Hollywood won’t be the same without him. https://variety.com/2019/film/news/robert-forster-dies-dead-jackie-brown-1203368514/#utm_medium=social&amp;utm_source=twitter&amp;utm_campaign=social_bar&amp;utm_content=bottom&amp;utm_id=1203368514 via @variety",ringole,Sat Oct 12 12:37:10 +0000 2019,1,en
314,Government hooker. #kamalaharris Pic via blancanieves0007 @West Hollywood - Santa Monica Blvd https://www.instagram.com/p/B3f_VHnAA0Y/?igshid=1fmg0h1quxicq,AZInformer,Sat Oct 12 01:33:01 +0000 2019,1,en
315,Fashion victim who I saw when cycling back home down Santa Monica Blvd today. @Bikes and Hikes LA https://www.instagram.com/p/B3f3QVEBJl9/?igshid=1n4le5c0ukx3t,joerocco2,Sat Oct 12 00:22:20 +0000 2019,1,en
316,tbt to when i saw him on santa monica blvd and he looked back to make sure i didn't recognise him fufnfhfk ,itsmelaurab,Wed Oct 09 00:50:23 +0000 2019,1,en
317,"Taco Tuesday $2 ea. Busby’s West Michael Hamilton General Manager Busby's West 3110 Santa Monica Blvd. Santa Monica, CA 90404 http://310-828-4567www.busbyswest.com #taco #tacotuesday",BUSBYSWEST,Wed Oct 09 00:27:25 +0000 2019,1,en
318,@Davidlaz I was in Beverly Hills today going home from Cedars Sinai Medical Center with my wife and on little Santa Monica Blvd &amp; Crescent Dr at the Unocal gas prices were over $5 a gallon worse with full serve I thought I was overseas on vacay then I woke up,sosuakahuna1,Tue Oct 08 20:44:18 +0000 2019,1,en
319,"Chill on the rooftop SATURDAY @The Formosa Cafe 7156 Santa Monica Blvd, West Hollywood, CA 90046 Guest List Only 10PM-2AM Chill House |Sexy R&amp;B | Classic HipHop by @RealDJCASH photo by los_networkingz … https://www.instagram.com/p/B3XO10GgJH2/?igshid=1f6fgwbwli1q0",RealDJCASH,Tue Oct 08 15:55:18 +0000 2019,1,en
320,@ChrisKTLA regarding gasoline prices I went by the Unocal on Crescent Dr &amp; Little Santa Monica Blvd 2 days ago and I thought that I was overseas again paying $6 a liter the gasoline at the Unical was over $5.19 a gallon self serve and close to $6 full serve I got dizzy,sosuakahuna1,Tue Oct 08 13:20:35 +0000 2019,1,en
321,There’s tenants rights clinic at 7377 Santa Monica Blvd on Wednesday’s 7-9pm and Saturday’s 10am-1pm. There’s attorneys that can help determine whether or not it’s an unlawful notice and what steps your should take in fighting this. It’s also free! Pls consider this!,schlumpedsalma,Sun Oct 06 18:11:40 +0000 2019,1,en
322,"I need more “I like waking up early on Sundays and going for walks while drinking coffee” friends in Los Angeles - specifically east of 405, south of Santa Monica Blvd, west of downtown and North of Culver City ha - my therapist told me to start being more specific",VinnieTheBooh,Sun Oct 06 16:41:38 +0000 2019,1,en
323,Amore Dolce Flower Shop (323)726-2222 1004 W. Beverly Blvd Montebello CA 90640 #love #cute #picoftheday #montebello #whittier #downey #amazing #wow #instagood #wedding #events #California #picorivera #glendale #LosAngeles #fox11 #abc #bestoftheday #Malibu #santamonica #Flowers,amore_flower,Sun Oct 06 04:10:02 +0000 2019,1,en
324,Amore Dolce Flower Shop (323)726-2222 1004 W. Beverly Blvd Montebello CA 90640 #love #cute #picoftheday #montebello #whittier #downey #amazing #wow #instagood #wedding #events #California #picorivera #glendale #LosAngeles #fox11 #abc #bestoftheday #Malibu #santamonica #Flowers,amore_flower,Sun Oct 06 04:09:07 +0000 2019,1,en
325,Amore Dolce Flower Shop (323)726-2222 1004 W. Beverly Blvd Montebello CA 90640 #love #cute #picoftheday #montebello #whittier #downey #amazing #wow #instagood #wedding #events #California #picorivera #glendale #LosAngeles #fox11 #abc #bestoftheday #Malibu #santamonica #Flowers,amore_flower,Sun Oct 06 04:08:44 +0000 2019,1,en
326,"There is a gay on Santa Monica Blvd BLASTING ""Coupure Electrique"". Nothing but respect for MY favorite popular Britney Spears song",_bobbilicious_,Sat Oct 05 23:40:27 +0000 2019,1,en
327,Have you had a Jamba today? @Jamba 4th St & Santa Monica Blvd https://www.instagram.com/p/B3P5BPNnENo/?igshid=68oe2n0lu5sp,mrgore,Sat Oct 05 19:29:48 +0000 2019,1,en
328,Was this on Santa Monica Blvd??? I think the same dude accosted me and @MichaelShuller last week outside of the poke place. Good times ,DahviShira,Wed Oct 02 06:11:44 +0000 2019,1,en
329, @West Hollywood - Santa Monica Blvd https://www.instagram.com/p/B3GrkooIim8/?igshid=2c1pykor4l8d,takealifewithme,Wed Oct 02 05:39:15 +0000 2019,1,en
330,Used to see this nigga Bokeem walking to the Dragon Fly on Santa Monica Blvd. Had already done Jason Lyric and Soul food. Just walking around like a regular dude. Mad respect. ,CreatvEmptiness,Tue Oct 01 20:45:58 +0000 2019,1,en
331,Got my yummy coffee & donuts over at @trejosdonuts before coming to @HollyweedF I'm projecting some truly awesome movies for you all day at @ComplexHwood till 6pm today. Roll out to 6476 Santa Monica Blvd in Hollywood and say HIGH! #projectionist #filmfest #irie – at The Complex,RamziAbed,Sun Sep 29 20:27:18 +0000 2019,1,en
332,Today is THE day! Come out to @HollyweedF at @ComplexHwood anytime today from 12 noon till 6 p.m. for only $5! Come to 6476 Santa Monica Blvd in Hollywood! See you there! #filmfestival #LA,RamziAbed,Sun Sep 29 17:36:55 +0000 2019,1,en
333,"Ugliest place for this I’ve lived in was Beverly Hills. How long have you lived here they’d say. And oh by the way, where do you live? North of Sunset? (The .1%?) North of Santa Monica Blvd? (Merely the 1%). Oh you’re south if there? Not interested in you. ",DavidCMurphy,Sun Sep 29 06:03:50 +0000 2019,1,en
334,Just posted a photo @Delores Restaurant Santa Monica Blvd https://www.instagram.com/p/B27nGqhHp6y1rzXxtGm5kty78hq7jNk8FruQ3s0/?igshid=k5s8lmnabd3t,cThisHotBoi,Fri Sep 27 22:28:27 +0000 2019,1,en
335,Ok my first food pic with the new iPhone 11 Pro Max. No filters! This is a new place I tried for lunch today called Bowl Kitchen in Santa Monica off Lincoln Blvd. This was their Beef Mi sandwich and Egg Rolls with… https://www.instagram.com/p/B20EMU8gVzg/?igshid=vbxu6w4uhwrt,ScottInTheOC,Wed Sep 25 00:08:49 +0000 2019,1,en
336,"I'm at Santa Monica Blvd/Westwood Bus Stop in Los Angeles, CA https://www.swarmapp.com/c/loh8w3O0iiT",chtucker18,Tue Sep 24 17:53:43 +0000 2019,1,en
337,"""last chance texaco"" on santa monica blvd ripping my heart apart",connorfkennedy,Tue Sep 24 02:38:16 +0000 2019,1,en
338,"DON’T MISS the final two shows this week... Peachanda DuBose's ‘VERACITY’ Thursday Sept. 26, 2019 The Hudson Theatres (Main Stage) 6539 Santa Monica Blvd. Los Angeles, CA 90038 5 PM &amp; 8 PM For tickets: http://mayan.ticketbud.com/-veracity – at Hudson Theatres",StevenTingus,Mon Sep 23 10:43:42 +0000 2019,1,en
339,"Last day in Cali . Santa Monica Pier, Malibu, Hollywood, Sunset blvd and Los Angeles – at Santa Monica Pier Carousel",CrimsonPatriot,Mon Sep 23 00:27:09 +0000 2019,1,en
340,TONIGHT IM DJING THE AFTERS @4806 SANTA MONICA BLVD @Hollywood https://www.instagram.com/p/B2tBsygnxSn/?igshid=l448ww783amu,talonreid,Sun Sep 22 06:32:15 +0000 2019,1,en
341,back in MY day there was no green turning arrow onto normandie from santa monica blvd...... cars would be backed up to ALEXANDRIA trying to take a left!!,bleepcensor,Sat Sep 21 22:43:18 +0000 2019,1,en
342,"In my fine days of journalism before becoming a #donutprincess, the key to a good story involves the 5 W’s... WHO? DONUT LOVERS &amp; FOODIES WHAT? DONUTS WHEN? 24/7! WHERE? 1614 Santa Monica Blvd. HOW?… https://www.instagram.com/p/B2r4GNqJUTz/?igshid=1880a16p176w2",DKSDONUTS,Sat Sep 21 19:49:08 +0000 2019,1,en
343,|| Strutting down Santa Monica Blvd || #ChristianInHollyWood @Santa Monica Blvd https://www.instagram.com/p/B2qKdw-B_lS/?igshid=tde20lahhaxh,Chris8yaheart,Sat Sep 21 03:51:08 +0000 2019,1,en
344,just walked past kevin abstract on santa monica blvd and DIDNT say hi omg,AngelKeyRo,Sat Sep 21 01:57:34 +0000 2019,1,en
345,#ssur #kingscountynyc TOMORROW FROM 5PM-11PM AT SSUR LOS ANGELES 7710 SANTA MONICA BLVD (323)626-1619 @SSUR https://www.instagram.com/p/B2pwjvnHbeK/?igshid=up1vdkq5jk9i,SSUR69,Sat Sep 21 00:04:48 +0000 2019,1,en
346,.@redturn2 is now signing autographs at the @TMobile store located at 3rd &amp; Santa Monica Blvd! – at T-Mobile,ESPNLosAngeles,Fri Sep 20 18:14:49 +0000 2019,1,en
347,Just walked by a dead raccoon on Santa Monica blvd ,Dri_Dri27,Fri Sep 20 16:51:01 +0000 2019,1,en
348,Update: 1700-1900 Santa Monica Blvd to the North and 1700-1900 Broadway are blocked until further. Please continue to shelter in place.,SantaMonicaPD,Fri Sep 20 11:57:27 +0000 2019,1,en
349,YOU DONUT WANT TO MISS THIS starryinternet WANTS TO BLESS YOU WITH A FREE DONUT TOMORROW ONLY FROM 7am - 11am + live music to get your weekend started at 1614 Santa Monica Blvd • bring some donuts for the crew for… https://www.instagram.com/p/B2nmzl7p2de/?igshid=wexkzg4jny6,DKSDONUTS,Fri Sep 20 04:01:07 +0000 2019,1,en
350,"Thur lunch 11-2 at @method_studios 3401 Exposition Blvd, Santa Monica, CA 90404. #thefixonwheels #thefixburger #methodstudios @Method Studios https://www.instagram.com/p/B2mfjtgnH99/?igshid=11t50tzjwt8di",thefixonwheels,Thu Sep 19 17:38:30 +0000 2019,1,en
351,Amore Dolce Flower Shop (323)726-2222 1004 W. Beverly Blvd Montebello CA 90640 #love #cute #picoftheday #montebello #whittier #downey #amazing #wow #instagood #wedding #events #California #picorivera #glendale #LosAngeles #fox11 #abc #bestoftheday #Malibu #santamonica #Flowers,amore_flower,Thu Sep 19 02:43:44 +0000 2019,1,en
352,Amore Dolce Flower Shop (323)726-2222 1004 W. Beverly Blvd Montebello CA 90640 #love #cute #picoftheday #montebello #whittier #downey #amazing #wow #instagood #wedding #events #California #picorivera #glendale #LosAngeles #fox11 #abc #bestoftheday #Malibu #santamonica #Flowers,amore_flower,Thu Sep 19 02:43:32 +0000 2019,1,en
353,Amore Dolce Flower Shop (323)726-2222 1004 W. Beverly Blvd Montebello CA 90640 #love #cute #picoftheday #montebello #whittier #downey #amazing #wow #instagood #wedding #events #California #picorivera #glendale #LosAngeles #fox11 #abc #bestoftheday #Malibu #santamonica #Flowers,amore_flower,Thu Sep 19 02:43:25 +0000 2019,1,en
354,Amore Dolce Flower Shop (323)726-2222 1004 W. Beverly Blvd Montebello CA 90640 #love #cute #picoftheday #montebello #whittier #downey #amazing #wow #instagood #wedding #events #California #picorivera #glendale #LosAngeles #fox11 #abc #bestoftheday #Malibu #santamonica #Flowers,amore_flower,Thu Sep 19 02:43:18 +0000 2019,1,en
355,Amore Dolce Flower Shop (323)726-2222 1004 W. Beverly Blvd Montebello CA 90640 #love #cute #picoftheday #montebello #whittier #downey #amazing #wow #instagood #wedding #events #California #picorivera #glendale #LosAngeles #fox11 #abc #bestoftheday #Malibu #santamonica #Flowers,amore_flower,Thu Sep 19 02:43:09 +0000 2019,1,en
356,Amore Dolce Flower Shop (323)726-2222 1004 W. Beverly Blvd Montebello CA 90640 #love #cute #picoftheday #montebello #whittier #downey #amazing #wow #instagood #wedding #events #California #picorivera #glendale #LosAngeles #fox11 #abc #bestoftheday #Malibu #santamonica #Flowers,amore_flower,Thu Sep 19 02:43:01 +0000 2019,1,en
357,Amore Dolce Flower Shop (323)726-2222 1004 W. Beverly Blvd Montebello CA 90640 #love #cute #picoftheday #montebello #whittier #downey #amazing #wow #instagood #wedding #events #California #picorivera #glendale #LosAngeles #fox11 #abc #bestoftheday #Malibu #santamonica #Flowers,amore_flower,Thu Sep 19 02:42:53 +0000 2019,1,en
358,Amore Dolce Flower Shop (323)726-2222 1004 W. Beverly Blvd Montebello CA 90640 #love #cute #picoftheday #montebello #whittier #downey #amazing #wow #instagood #wedding #events #California #picorivera #glendale #LosAngeles #fox11 #abc #bestoftheday #Malibu #santamonica #Flowers,amore_flower,Thu Sep 19 02:42:47 +0000 2019,1,en
359,The 704 Rapid Bus is so full that it just skipped a stop on Santa Monica Blvd. So looking forward to the @metrolosangeles NextGenBusStudy and the Crenshaw Metrorail Northern Extension #WeHo @WHAMRAIL @AOBCoalition @StreetsblogLA,danwentzel,Thu Sep 19 01:29:32 +0000 2019,1,en
360,"Whenever I swing by one of the car washes on Santa Monica Blvd during my workday, I can’t help but think of Sheryl Crow. Is my “teenager in the 90s” showing?",MichaelVarrati,Mon Sep 16 23:05:18 +0000 2019,1,en
361,TONIGHT I’m DJ’ing the after hours at 1:45am-6am!! 4806 SANTA MONICA BLVD @Hollywood https://www.instagram.com/p/B2aqaZ3HPAA/?igshid=1d5zdf0w3zedm,talonreid,Sun Sep 15 03:22:26 +0000 2019,1,en
362,Día 1... Hollywood Blvd y Santa Monica #25 #BirthayGirl #OnlyWithU #BirthayGift mr_alanware love u bae @HOLLYWOOD. (STARS) https://www.instagram.com/p/B2YKTP8Hc3dhtv9f3knIEqOvpBjsYrOVTnz3ec0/?igshid=bwnqy1damaoz,Maajiitoo_,Sat Sep 14 04:03:25 +0000 2019,1,en
363,"Feeling luxe Thank you, #Budberry @Santa Monica Blvd https://www.instagram.com/p/B2Vz8F-DJP7/?igshid=cxgy26hbn39g",theLil_Est,Fri Sep 13 06:09:30 +0000 2019,1,en
364,Amore Dolce Flower Shop (323)726-2222 1004 W. Beverly Blvd Montebello CA 90640 #love #cute #picoftheday #montebello #whittier #downey #amazing #wow #instagood #wedding #events #California #picorivera #glendale #LosAngeles #fox11 #abc #bestoftheday #Malibu #santamonica #Flowers,amore_flower,Fri Sep 13 05:07:56 +0000 2019,1,en
365,Amore Dolce Flower Shop (323)726-2222 1004 W. Beverly Blvd Montebello CA 90640 #love #cute #picoftheday #montebello #whittier #downey #amazing #wow #instagood #wedding #events #California #picorivera #glendale #LosAngeles #fox11 #abc #bestoftheday #Malibu #santamonica #Flowers,amore_flower,Fri Sep 13 05:07:36 +0000 2019,1,en
366,@Venice311 Santa Monica Blvd and 20th closed. Jump Bicyclist was hit by car. Car windshield cracked and bicyclist backpack and gear on the ground.,fadinglucidity,Thu Sep 12 23:25:28 +0000 2019,1,en
367,Street art! #streetart #LA @West Hollywood - Santa Monica Blvd https://www.instagram.com/p/B2RvDKHDLYB/?igshid=y1rdf7nvh3m6,antiddote,Wed Sep 11 16:09:48 +0000 2019,1,en
368,"On the west side, CA-1 (Lincoln Blvd), CA-2 (Santa Monica Blvd), and CA-187 (Venice Blvd). ",ptudor,Wed Sep 11 04:02:07 +0000 2019,1,en
369,@WholeFoods does the 365 in Santa Monica on Cloverfield Blvd carry good soap by alaffia?,deepaksxo,Tue Sep 10 23:06:35 +0000 2019,1,en
370,Driving down #SantaMonica Blvd. Drinking #kombucha. Listening to the @chillipipers. This might be the most #California I’ve ever been right now. #realtalk,maxinepark,Sun Sep 08 00:07:08 +0000 2019,1,en
371,"8157 Santa Monica blvd. I’m hosting it, so I’ll be like jimmy fallon...BUT WORSE @Vinadore Studio &amp; Cafe - Social Painting West Hollywood Los Angeles https://www.instagram.com/p/B2FQdLqB9NO/?igshid=1ctzbfkj3yjee",nickcain92,Fri Sep 06 19:51:34 +0000 2019,1,en
372,"Fri lunch 11-2 at @method_studios 3401 Exposition Blvd, Santa Monica, CA 90404. #thefixonwheels #thefixburger #methodstudios @Method Studios https://www.instagram.com/p/B2E-uNrn31J/?igshid=16pgvs62yzg7t",thefixonwheels,Fri Sep 06 17:16:37 +0000 2019,1,en
373,"Happy hour and Live music: Songwriter night! Next Thursday 9/12 at this beautiful spot on Santa Monica Blvd. Wanna sing? comment below! — Drinks at 7, music starts 8pm —Piano and accompanist available — OPEN MIC… https://www.instagram.com/p/B2E2TXcntPz/?igshid=56cmpp6cvtcx",songsmithLA,Fri Sep 06 16:03:05 +0000 2019,1,en
374,SHOW! Monday September 9 9:30pm $10 cash or card Bar Lubitsch 7702 Santa Monica Blvd. #weho Love to see you! Love is the Answer • • • • • #concert #gig #livemusic #show #stage #musica #live #musician #piano… https://www.instagram.com/p/B2CbPlgHeFR/?igshid=4fddqd1cn6o4,LitaFlourish,Thu Sep 05 17:28:08 +0000 2019,1,en
375,"Heading home on Santa Monica Blvd (@Gym Sports Bar in West Hollywood, CA) https://www.swarmapp.com/c/jUm2Ws7MPsl",kentmcc,Thu Sep 05 05:32:54 +0000 2019,1,en
376,"I ran into gustavorocha today. An influencer from Brazil. Or should I say I was screaming out of my friends beemer window while he was rolling down Santa Monica Blvd on a Bird. “Hey Gustavo, I love your videos! Can… https://www.instagram.com/p/B2At181pCmL/?igshid=1kf5d4oe7qxqd",ActorMJGonzales,Thu Sep 05 01:32:10 +0000 2019,1,en
377,"The outage will begin tonight at 12:00am - 7:00am. The #of residents affected is 2, and the #of commercial customers affected is 30. The outage boundary includes Robertson Blvd, and West side 180’ S of Santa Monica. C U @TheAbbeyWeHo tomorrow.",ourWEHO,Wed Sep 04 23:22:38 +0000 2019,1,en
378,This will be my first time going to the #actorsnight at the thebroadwaterla (6320 Santa Monica Blvd) and I’ve signed up to perform. I’m usually in my class with @killianswrkshop on Thursdays but we got this week off… https://www.instagram.com/p/B2AY8-BJWBf/?igshid=1r5irrfy26v57,gabsgabygab,Wed Sep 04 22:29:38 +0000 2019,1,en
379,Saw this beauty on Santa Monica Blvd near Bronson in Hollywood!! @TheWoodyShow you cant #resist @ALT987fm #melove,leonryouknow,Wed Sep 04 18:31:45 +0000 2019,1,en
380,"I think it’s good if you walked York (Highland Park), Main Street (Venice), Santa Monica Blvd (West Hollywood) and the Downtown streets (7th and Spring) to see how mobility lanes bring increased business and pedestrian activity with more vibrancy and safety to a neighborhood",NeelSodha,Wed Sep 04 18:25:40 +0000 2019,1,en
381,Lol noon The JEM center 9930 south Santa Monica Blvd. mtg on the second floor,AdamGoesHam,Tue Sep 03 14:50:32 +0000 2019,1,en
382,"So, Cali is ok. We like Santa Monica , Hollywood to many tourists, Sunset Blvd was dope. Downtown LA is nothing like Downtown Chicago. Overall, fun time and we’ll be back to explore further out. @_AlwaysTripping @… https://www.instagram.com/p/B163ipBlLfO/?igshid=139po5tptp0tg",DameDilla,Mon Sep 02 19:01:31 +0000 2019,1,en
383,#Repost @justinwade1234 with get_repost ・・・ Thursday Sept 5th. 8pm thebroadwaterla 6320 Santa Monica Blvd. In The Black Box. $10 to play/watch. Get the Acting wheels turning. Actors Night is an open mic for… https://www.instagram.com/p/B16N5pIFLFV/?igshid=11k3l3g8x4g49,Iamdjalwayz,Mon Sep 02 12:57:37 +0000 2019,1,en
384,Is that Santa Monica Blvd?,writervicyates,Mon Sep 02 00:07:47 +0000 2019,1,en
385,"All I want to do is have some fun until the sun comes up on the Santa Monica Blvd. sherylcrow #AllIWantToDo #SantaMonicaBlvd #LosAngeles #WestCoast @Westwood, Los Angeles https://www.instagram.com/p/B14QJFUhhYS/?igshid=12gbn4kkf35c7",texassocalgirl,Sun Sep 01 18:38:49 +0000 2019,1,en
386,Adventurer Hostel 4200 w century Blvd 2015 David Bussone Justin Toth Teacher/Indiana Pedophile Roger Moore Disney Kathy Rllis AKA Alcalla Jewish Federation Frued Hitler 1428 16th Santa Monica Lay-lychee Leann Pearce Ann Moore Shirley Moore were nieighbors 1134 DeKalb St Gary @FBI,MkUltraHandlers,Sat Aug 31 00:10:55 +0000 2019,1,en
387,"Tonight's my last evening in L.A., life in Austin starts tomorrow. Enjoyed the Korean BBQ, Hollywood Blvd, Santa Monica Pier, ArcLight film events, and Griffith Park hikes but what I liked the most about the city... the friendships.",SparkyMcSparks,Thu Aug 29 00:54:28 +0000 2019,1,en
388,Note to self: Equinox Santa Monica on Waze is sometimes interpreted as Equinox on Santa Monica Blvd A.k.a. EQUINOX Century City. ,DelfEnriquez,Wed Aug 28 17:53:39 +0000 2019,1,en
389,"I don't know about NYC, but the best ramen I've had in Santa Monica is inside the Mitsuwa Marketplace on Centinela and Venice Blvd. Only minus: unlike the other food vendors inside the store and the grocery store part, the ramen kitchen only takes cash (the others also take CC). ",jhamby,Wed Aug 28 14:02:35 +0000 2019,1,en
390,"UPDATE: LAPD says officers were on patrol and saw a person believed to be under the influence running in and out of traffic. Officers attempted to stop the man, he ran and jumped off the Santa Monica Blvd overpass onto the SB 101 freeway and was killed. @NBCLA",KHOLMESlive,Wed Aug 28 05:30:05 +0000 2019,1,en
391,"album release party for the new album ‘NAKED TOO FAMOUS’ is THIS THURSDAY, August 29th at the Troubadour (9081 N. Santa Monica Blvd) in West Hollywood, CA ! We go on at 9pm. Tickets are just $12. We beyond thank you all for your support #kevinnevertalks #KNT #Hollywood",KevinNeverTalks,Wed Aug 28 01:27:25 +0000 2019,1,en
392,Ayala Said TShirt At 5:00 AM blue Toyota parks 7-11 16th Street Santa Monica Blvd Yisidro Said HUD from HUD Jamie maybe Yasser Said 1447 16th Street 2019 BettyPowell (310)432-3311 818-445-3311 RogerMoore #IDTheft ChaimSaban #JeffStern AlvinToffler Iris Paul Shalom Amar #DarkWeb https://twitter.com/MkUltraHandlers/status/1166421770259185665,MkUltraHandlers,Tue Aug 27 23:47:48 +0000 2019,1,en
393,Right here right now nothing is missing except you at Bar Lubitsch! 9pm #Santa Monica Blvd #westhollywood #LA #music #standup #comedy #truth #lovewins #letloverule #We U @Bar Lubitsch https://www.instagram.com/p/B1pyPDjA36M/?igshid=ugfi309c8brg,jackiemonahan,Tue Aug 27 03:48:02 +0000 2019,1,en
394,Police ordered everyone into their homes near Santa Monica Blvd &amp; Crescent Heights.,isaacphill,Tue Aug 27 01:04:52 +0000 2019,1,en
395,This girl is doing a half hour at Bar Lubitch Monday 9pm show. Sharing the bill with the talented and beautiful singer song writer taylordahlmusic Bar Lubitch West Hollywood 7702 Santa Monica Blvd… https://www.instagram.com/p/B1lTFNzA82x/?igshid=1e4zhtcbez22i,jackiemonahan,Sun Aug 25 09:58:55 +0000 2019,1,en
396,too many goddamn bus stops on santa monica blvd,soddiecasino,Sat Aug 24 22:22:25 +0000 2019,1,en
397,"I heard there’s an ICE checkpoint on Santa Monica blvd right by uni, be safe everyone!!!",clowndaughter,Fri Aug 23 04:22:58 +0000 2019,1,en
398,"album release show/party for the new album ‘NAKED TOO FAMOUS’ is 1 WEEK FROM TONIGHT: Thursday, August 29th at the Troubadour (9081 N. Santa Monica Blvd) - West Hollywood, CA!!! We go on at 9pm. Tickets just $12 #kevinnevertalks #KNT #LosAngeles #California #Hollywood",KevinNeverTalks,Fri Aug 23 02:07:10 +0000 2019,1,en
399,"I’m very familiar with how to ride a bicycle safely and that still didn’t stop me from getting hit from behind by a motorcycle rider who tried taking short cut by riding through a bike like. Find some used needles along Santa Monica Blvd and stick them in your eyes, John.",themunson,Thu Aug 22 20:06:57 +0000 2019,1,en
400,"I wonder if the @LACoFDPIO, who work to keep you safe, would consider complaints about delivery trucks blocking lanes on Santa Monica Blvd “outrage culture.”",seanmeredith,Wed Aug 21 16:51:55 +0000 2019,1,en
401,As long as he stays away from Santa Monica Blvd ;),tuckerdalebooth,Wed Aug 21 06:34:03 +0000 2019,1,en
402,"Walking a portion of Wilshire Blvd. in Santa Monica I felt the potential for a “walker’s paradise.” San Francisco thoroughfares like Geary Blvd, Van Ness Ave. and 19th Ave. don’t come close. @walksf @VisionZeroSF @VisionZeroLA @santamonicacity @sfgov",howiekarp,Wed Aug 21 01:08:59 +0000 2019,1,en
403,Having lunch on Ocean Blvd with the team @BOA Santa Monica https://www.instagram.com/p/B1ZgAbqhFNaOOaCumEOu1CCRhMsfMrXohGqCMg0/?igshid=1fu4gldcagm32,me2chic,Tue Aug 20 20:00:52 +0000 2019,1,en
